request_id,user_id,request_date,request_type,requested_amount,desired_completion_date,allows_partial_payment,request_text
request_230,user_230,2025-08-06,debt_repayment,3537.6,2025-10-04,false,Can I make this extra loan payment this month? The amount is EUR 3537.60 for the extra loan payment.
request_231,user_231,2026-01-03,purchase,35706,2026-03-17,true,Can I buy this laptop without putting next month's bills at risk? The amount is ZAR 35706 for the laptop.
request_232,user_232,2024-06-05,travel,1970.1,2024-08-15,true,"Can I book this family trip now, or should I wait? The amount is EUR 1970.10 for the family trip."
request_233,user_233,2025-11-07,housing,30058000,2025-11-30,true,Can I pay this rental deposit by the requested date? The amount is IDR 30058000 for the rental deposit.
request_234,user_234,2026-07-04,debt_repayment,1213.3,2026-09-15,false,Can I make this extra loan payment this month? The amount is EUR 1213.30 for the extra loan payment.
request_235,user_235,2024-09-06,education,967.2,2024-10-25,true,Can I pay for this professional course before enrolment closes? The amount is USD 967.20 for the professional course.
request_236,user_236,2025-02-03,housing,52383000,2025-02-23,true,Can I pay this rental deposit by the requested date? The amount is IDR 52383000 for the rental deposit.
request_237,user_237,2026-04-05,other,23826000,2026-05-20,false,Can I commit to this annual membership now? The amount is IDR 23826000 for the annual membership.
request_238,user_238,2024-12-07,investment,663.6,2025-02-16,false,How much can I invest without affecting my essential payments? The amount is USD 663.60 for the investment contribution.
request_239,user_239,2025-05-04,investment,642,2025-05-24,false,How much can I invest without affecting my essential payments? The amount is USD 642 for the investment contribution.
request_240,user_240,2026-01-06,travel,101200,2026-03-20,true,"Can I book this family trip now, or should I wait? The amount is INR 101200 for the family trip."
request_241,user_241,2024-03-03,family_transfer,21052000,2024-05-25,false,How much of this family transfer can I safely make? The amount is IDR 21052000 for the family transfer.
request_242,user_242,2025-08-05,debt_repayment,1966.8,2025-08-25,false,Can I make this extra loan payment this month? The amount is EUR 1966.80 for the extra loan payment.
request_243,user_243,2026-07-07,emergency_expense,17468,2026-08-09,false,My repair is urgent. How much can I safely pay today? The amount is ZAR 17468 for the urgent repair.
request_244,user_244,2024-06-04,family_transfer,49918,2024-07-16,false,How much of this family transfer can I safely make? The amount is ZAR 49918 for the family transfer.
request_245,user_245,2025-11-06,emergency_expense,128500,2026-01-15,false,My repair is urgent. How much can I safely pay today? The amount is INR 128500 for the urgent repair.
request_246,user_246,2026-04-03,education,64086,2026-06-02,false,Can I pay for this professional course before enrolment closes? The amount is ZAR 64086 for the professional course.
request_247,user_247,2024-09-05,family_transfer,1059.3,2024-11-08,true,How much of this family transfer can I safely make? The amount is EUR 1059.30 for the family transfer.
request_248,user_248,2025-02-07,investment,1965.6,2025-04-28,true,How much can I invest without affecting my essential payments? The amount is USD 1965.60 for the investment contribution.
request_249,user_249,2026-01-04,other,643.2,2026-03-15,false,Can I commit to this annual membership now? The amount is USD 643.20 for the annual membership.
request_250,user_250,2024-12-06,debt_repayment,124278,2025-01-18,true,Can I make this extra loan payment this month? The amount is ZAR 124278 for the extra loan payment.
request_251,user_251,2025-05-03,education,1513.6,2025-06-06,false,Can I pay for this professional course before enrolment closes? The amount is EUR 1513.60 for the professional course.
request_252,user_252,2026-07-05,family_transfer,28082000,2026-09-15,false,How much of this family transfer can I safely make? The amount is IDR 28082000 for the family transfer.
request_253,user_253,2024-03-07,housing,2840.2,2024-06-01,false,Can I pay this rental deposit by the requested date? The amount is EUR 2840.20 for the rental deposit.
request_254,user_254,2025-08-04,other,3535.2,2025-10-15,true,Can I commit to this annual membership now? The amount is USD 3535.20 for the annual membership.
request_255,user_255,2026-04-06,family_transfer,13547000,2026-06-15,true,How much of this family transfer can I safely make? The amount is IDR 13547000 for the family transfer.
request_256,user_256,2024-06-03,investment,218700,2024-08-19,false,How much can I invest without affecting my essential payments? The amount is INR 218700 for the investment contribution.
request_257,user_257,2025-11-05,other,1352.4,2026-01-15,false,Can I commit to this annual membership now? The amount is USD 1352.40 for the annual membership.
request_258,user_258,2026-01-07,investment,1113.6,2026-01-22,true,How much can I invest without affecting my essential payments? The amount is USD 1113.60 for the investment contribution.
request_259,user_259,2024-09-04,other,935,2024-11-15,false,Can I commit to this annual membership now? The amount is EUR 935 for the annual membership.
request_260,user_260,2025-02-06,emergency_expense,52079000,2025-04-18,true,My repair is urgent. How much can I safely pay today? The amount is IDR 52079000 for the urgent repair.
request_261,user_261,2026-07-03,housing,1830.4,2026-09-19,false,Can I pay this rental deposit by the requested date? The amount is EUR 1830.40 for the rental deposit.
request_262,user_262,2024-12-05,education,57779000,2025-01-24,true,Can I pay for this professional course before enrolment closes? The amount is IDR 57779000 for the professional course.
request_263,user_263,2025-05-07,education,51546,2025-06-15,true,Can I pay for this professional course before enrolment closes? The amount is ZAR 51546 for the professional course.
request_264,user_264,2026-04-04,emergency_expense,111300,2026-06-15,false,My repair is urgent. How much can I safely pay today? The amount is INR 111300 for the urgent repair.
request_265,user_265,2024-03-06,family_transfer,211600,2024-03-21,true,How much of this family transfer can I safely make? The amount is INR 211600 for the family transfer.
request_266,user_266,2025-08-03,investment,935,2025-10-03,false,How much can I invest without affecting my essential payments? The amount is EUR 935 for the investment contribution.
request_267,user_267,2026-01-05,housing,1925,2026-03-17,true,Can I pay this rental deposit by the requested date? The amount is EUR 1925 for the rental deposit.
request_268,user_268,2024-06-07,debt_repayment,2426.6,2024-08-15,false,Can I make this extra loan payment this month? The amount is EUR 2426.60 for the extra loan payment.
request_269,user_269,2025-11-04,family_transfer,72072,2026-01-02,true,How much of this family transfer can I safely make? The amount is ZAR 72072 for the family transfer.
request_270,user_270,2026-07-06,investment,3028.8,2026-08-30,false,How much can I invest without affecting my essential payments? The amount is USD 3028.80 for the investment contribution.
request_271,user_271,2024-09-03,travel,91300,2024-11-15,false,"Can I book this family trip now, or should I wait? The amount is INR 91300 for the family trip."
request_272,user_272,2025-02-05,debt_repayment,13585000,2025-04-10,false,Can I make this extra loan payment this month? The amount is IDR 13585000 for the extra loan payment.
request_273,user_273,2026-04-07,education,82574000,2026-06-15,true,Can I pay for this professional course before enrolment closes? The amount is IDR 82574000 for the professional course.
request_274,user_274,2024-12-04,debt_repayment,2713.7,2025-02-11,false,Can I make this extra loan payment this month? The amount is EUR 2713.70 for the extra loan payment.
request_275,user_275,2025-05-06,emergency_expense,15884000,2025-07-22,false,My repair is urgent. How much can I safely pay today? The amount is IDR 15884000 for the urgent repair.
