message_id,user_id,request_id,related_event_id,sent_at,source_type,message_text
message_118,user_195,,event_23925,2026-01-04T09:30:00Z,employer,Greenfield Foods has updated your payroll record. Your next salary is reduced to EUR 1837.55. The adjustment is due to approved unpaid leave. The adjustment will be visible on your next payslip. Payroll ref EMP-0118.
message_119,user_197,request_197,,2025-11-01T09:30:00Z,employer,A note from Northstar Labs about your upcoming pay. Your first salary of EUR 1529 is scheduled for 2025-11-15. The credit will show only after the bank processes the payroll file. Payroll ref EMP-0119.
message_120,user_198,request_198,event_24288,2026-06-30T09:30:00Z,bank,"Hi, Summit Bank here. The extra card charge is still being investigated. The dispute is open and no reversal has been posted yet. Txn ref BAN-0120."
message_121,user_199,,,2024-08-23T09:30:00Z,service_provider,"Halo, ini GigLane. Pembayaran berikutnya dari GigLane masih tertunda. Saldo belum dapat ditarik sampai status pembayaran menunjukkan selesai. Ref kasus SER-0121."
message_122,user_200,,,2025-01-28T09:30:00Z,employer,Here’s the latest payroll information from Greenfield Foods. Your quarterly bonus is still subject to the final performance review. We’ll send another update once payroll confirms the amount and date. Payroll ref EMP-0122.
message_123,user_204,request_204,,2026-01-03T09:30:00Z,employer,Your payroll details at Riverline Retail have changed. Your first salary will be INR 203000. The money will appear after the bank posts the credit. Payroll ref EMP-0123.
message_124,user_208,,event_25518,2024-06-03T09:30:00Z,financial_service,A note from GrowPath about your recent financial activity. The displayed value of the investment has fallen. The holding has not been sold and there has been no cash transaction. The displayed value will continue to move with market prices. Account ref FIN-0124.
message_125,user_210,request_210,event_25764,2026-03-27T09:30:00Z,bank,There’s an update from Meridian Bank on your recent account activity. The extra card charge is still being investigated. The dispute is open and no reversal has been posted yet. Txn ref BAN-0125.
message_126,user_212,request_212,event_26009,2025-01-27T09:30:00Z,employer,Berikut informasi penggajian terbaru dari Northstar Labs. Gaji yang sudah dikonfirmasi kini diperkirakan masuk pada 2025-02-23. Gunakan tanggal terbaru ini untuk pembayaran yang biasanya dilakukan saat gajian. Ref payroll EMP-0126.
message_127,user_215,,event_26377,2025-05-05T09:30:00Z,service_provider,There’s a new account update from WorkDash. The next WorkDash payout is still pending. The weekly earnings shown in the WorkDash app can change until the payout is closed. The balance isn’t withdrawable until the payout shows as completed. Case ref SER-0127.
message_128,user_216,,event_26499,2026-07-02T09:30:00Z,employer,"Halo, ini tim payroll Greenfield Foods. Gaji bulanan Anda naik menjadi IDR 35340000. Perubahan ini berlaku mulai 2026-07-15. Jumlah yang diperbarui akan terlihat pada slip gaji berikutnya. Ref payroll EMP-0128."
message_129,user_219,request_219,,2026-03-31T09:30:00Z,employer,HarborWorks telah memperbarui catatan penggajian Anda. Gaji rutin sebesar IDR 30970000 kembali dibayarkan pada 2026-04-15. Biaya penitipan anak rutin yang baru juga mulai pada bulan yang sama. Gaji dan potongan terbaru akan berlaku mulai periode berikutnya. Ref payroll EMP-0129.
message_130,user_220,request_220,,2024-05-28T09:30:00Z,employer,Your payroll details at Northstar Labs have changed. Your temporary monthly pay is ZAR 36432. This is the amount currently scheduled for the affected pay cycle. Payroll ref EMP-0130.
message_131,user_221,request_221,,2025-10-26T09:30:00Z,merchant,A note from UrbanCart about your recent purchase. Your refund has been initiated but has not reached your account yet. We’ll send another update when the credit is completed. Order ref MER-0131.
message_132,user_222,request_222,,2026-01-04T09:30:00Z,service_provider,WorkPort wanted to let you know about a change on your account. The client approved an invoice payment of ZAR 53460. Settlement is expected on 2026-01-15; the other submitted invoices are still awaiting approval. Only invoices marked as confirmed should be included in the upcoming payout. Case ref SER-0132.
message_133,user_224,,event_27481,2025-02-03T09:30:00Z,employer,"HarborWorks payroll has posted a new update. The latest employer credit is the reimbursement for your earlier work expense. The claim is now closed and no additional reimbursement is scheduled. This payment is linked to an earlier work expense, not your regular salary. Payroll ref EMP-0133."
message_134,user_226,,event_27726,2024-11-30T09:30:00Z,employer,Rincian penggajian Anda di Greenfield Foods telah berubah. Gaji rutin Anda untuk penggajian berikutnya adalah IDR 40280000. Slip gaji berikutnya akan menampilkan gaji rutin dan penyesuaian satu kali secara terpisah. Ref payroll EMP-0134.
message_135,user_227,request_227,,2025-05-01T09:30:00Z,employer,A quick update from the payroll team at Cobalt Systems. Your quarterly bonus is still subject to the final performance review. The final amount and payment date have not been approved yet. We’ll send another update once payroll confirms the amount and date. Payroll ref EMP-0135.
message_136,user_228,request_228,,2026-04-03T09:30:00Z,employer,Northstar Labs payroll has posted a new update. Your first salary will be INR 181000. The confirmed credit date is 2026-04-15. The money will appear after the bank posts the credit. Payroll ref EMP-0136.
message_137,user_229,,,2024-03-01T09:30:00Z,bank,"Hi, Northfield Bank here. The previous debit attempt failed. The bill is still outstanding and another debit will be attempted. The bill is still open and another debit may be attempted. Txn ref BAN-0137."
message_138,user_232,,,2024-06-04T09:30:00Z,employer,Cedar Health payroll has posted a new update. Your first salary will be ZAR 36960. The confirmed credit date is 2024-06-15. The money will appear after the bank posts the credit. Payroll ref EMP-0138.
message_139,user_234,request_234,event_28703,2026-07-03T09:30:00Z,bank,An update has been posted to your Meridian Bank account. The extra card charge is still being investigated. The dispute is open and no reversal has been posted yet. Txn ref BAN-0139.
message_140,user_235,,,2024-08-28T09:30:00Z,merchant,Ada pembaruan pembayaran baru dari CartLane. Pengembalian dana dalam mata uang asing masih diproses. Nilai kredit dalam mata uang utama dapat berubah mengikuti kurs tanggal penyelesaian. Ref pesanan MER-0140.
message_141,user_237,request_237,event_29072,2026-03-24T09:30:00Z,employer,Cedar Health has updated your payroll record. The current seasonal contract has ended. We’ll contact you separately if another shift block or contract is approved. Payroll ref EMP-0141.
message_142,user_238,,event_29195,2024-11-25T09:30:00Z,employer,Your payroll details at Greenfield Foods have changed. One household employment record has ended. Any income that has ended should be removed from future estimates. Payroll ref EMP-0142.
message_143,user_241,,event_29563,2024-02-24T09:30:00Z,employer,Greenfield Foods has updated your payroll record. The current seasonal contract has ended. No off-season income or renewal has been confirmed. We’ll contact you separately if another shift block or contract is approved. Payroll ref EMP-0143.
message_144,user_242,,,2025-07-28T09:30:00Z,employer,"Hi, Greenfield Foods payroll here. Your first salary of INR 163000 is scheduled for 2025-08-15. The credit will show only after the bank processes the payroll file. Payroll ref EMP-0144."
message_145,user_245,request_245,,2025-11-02T09:30:00Z,employer,A quick update from the payroll team at BrightPath Media. Your salary of USD 2772 is confirmed for 2025-11-15. The amount received in your home currency will depend on the settlement-date conversion. Payroll ref EMP-0145.
message_146,user_246,,,2026-03-23T09:30:00Z,employer,Here’s the latest payroll information from BrightPath Media. Your employment has ended. There are no regular salary payments scheduled after the final settlement. Details of any final settlement will be sent separately. Payroll ref EMP-0146.
message_147,user_248,,,2025-01-31T09:30:00Z,employer,Cobalt Systems payroll has posted a new update. Your confirmed base salary is EUR 1914. The commission shown for open deals is still pending approval. Open deals will stay out of the payout until the commission is marked as earned. Payroll ref EMP-0147.
message_148,user_250,,event_30664,2024-11-24T09:30:00Z,employer,A note from Greenfield Foods about your upcoming pay. Your first salary from the new employer is EUR 2552. It is confirmed for 2024-12-15. Bank processing may take the usual time after the payroll is released. Payroll ref EMP-0148.
message_149,user_253,request_253,,2024-02-29T09:30:00Z,bank,Oakline Bank telah meninjau transaksi pada rekening Anda. Percobaan pendebitan sebelumnya gagal. Tagihan masih belum dibayar dan pendebitan akan dicoba kembali. Tagihan masih terbuka dan pendebitan dapat dicoba kembali. Ref transaksi BAN-0149.
message_150,user_254,request_254,event_31154,2025-07-25T09:30:00Z,employer,Your payroll details at Greenfield Foods have changed. Your quarterly bonus is still subject to the final performance review. We’ll send another update once payroll confirms the amount and date. Payroll ref EMP-0150.
message_151,user_256,request_256,,2024-05-24T09:30:00Z,employer,"Hi, Riverline Retail payroll here. Your first salary will be USD 744. The confirmed credit date is 2024-06-15. The money will appear after the bank posts the credit. Payroll ref EMP-0151."
message_152,user_262,request_262,event_32136,2024-11-30T09:30:00Z,employer,Northstar Labs payroll has posted a new update. One household employment record has ended. Any income that has ended should be removed from future estimates. Payroll ref EMP-0152.
message_153,user_263,request_263,event_32259,2025-05-04T09:30:00Z,employer,HarborWorks has updated your payroll record. Your salary of USD 2016 is confirmed for 2025-05-15. The amount received in your home currency will depend on the settlement-date conversion. Payroll ref EMP-0153.
message_154,user_264,request_264,,2026-03-28T09:30:00Z,financial_service,StackWealth mengirim pembaruan tentang dana Anda. Nilai investasi yang ditampilkan telah turun. Investasi tersebut belum dijual dan tidak ada transaksi tunai. Nilai yang ditampilkan akan terus berubah mengikuti harga pasar. Ref akun FIN-0154.
message_155,user_265,,,2024-02-28T09:30:00Z,employer,A note from Cedar Health about your upcoming pay. The current seasonal contract has ended. No off-season income or renewal has been confirmed. We’ll contact you separately if another shift block or contract is approved. Payroll ref EMP-0155.
message_156,user_266,request_266,,2025-08-01T09:30:00Z,financial_service,Nova Securities has shared an update about your funds. Your portfolio’s displayed market value has increased substantially. No units have been sold and no cash proceeds have been generated. The displayed value will continue to move with market prices. Account ref FIN-0156.
message_157,user_268,,event_32876,2024-06-01T09:30:00Z,financial_service,PrizeTrack mengirim pembaruan tentang dana Anda. Klaim hadiah Anda sudah diverifikasi dan masih dalam proses pembayaran. Pembayaran tersebut belum masuk ke rekening Anda. Kami akan mengonfirmasi kembali jika dana benar-benar masuk. Ref akun FIN-0157.
message_158,user_269,,,2025-10-26T09:30:00Z,employer,Greenfield Foods has updated your payroll record. Your first salary of INR 230000 is scheduled for 2025-11-15. The credit will show only after the bank processes the payroll file. Payroll ref EMP-0158.
message_159,user_271,request_271,event_33239,2024-09-01T09:30:00Z,employer,"Hi, Riverline Retail payroll here. Your regular salary for the next payroll is ZAR 51700. The same payroll includes a one-time arrears adjustment of ZAR 23265. Your next payslip will show the regular pay and any one-off adjustment separately. Payroll ref EMP-0159."
message_160,user_272,,event_33361,2025-02-02T09:30:00Z,employer,Northstar Labs payroll has posted a new update. Your quarterly bonus is still subject to the final performance review. We’ll send another update once payroll confirms the amount and date. Payroll ref EMP-0160.
message_161,user_274,,,2024-11-25T09:30:00Z,merchant,CartLane has new information about your payment or refund. The foreign-currency refund is still processing. The home-currency credit may change with the settlement-date rate. Order ref MER-0161.
message_162,user_275,request_275,event_33729,2025-04-26T09:30:00Z,merchant,ShopNest has new information about your payment or refund. Your refund has been initiated but has not reached your account yet. We’ll send another update when the credit is completed. Order ref MER-0162.
